group,b,c,M,N,a,d,batch_size,triton_ms,cuda_ms,cuda_error
group1,2,2,512,512,2,128,1,0.052649,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (1, 2, 2, 2, 128, half, 4) in the .best file, nor could we find d"
group1,2,2,512,512,2,128,2,0.082467,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (2, 2, 2, 2, 128, half, 4) in the .best file, nor could we find d"
group1,2,2,512,512,2,128,4,0.081815,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (4, 2, 2, 2, 128, half, 4) in the .best file, nor could we find d"
group1,2,2,512,512,2,128,8,0.082229,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (8, 2, 2, 2, 128, half, 4) in the .best file, nor could we find d"
group1,2,2,512,512,2,128,16,0.085455,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (16, 2, 2, 2, 128, half, 4) in the .best file, nor could we find "
group1,2,2,512,512,2,128,32,0.099956,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (32, 2, 2, 2, 128, half, 4) in the .best file, nor could we find "
group1,2,2,512,512,2,128,64,0.081670,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (64, 2, 2, 2, 128, half, 4) in the .best file, nor could we find "
group1,2,2,512,512,2,128,128,0.083836,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (128, 2, 2, 2, 128, half, 4) in the .best file, nor could we find"
group1,2,2,512,512,2,128,256,0.083242,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (256, 2, 2, 2, 128, half, 4) in the .best file, nor could we find"
group1,2,2,512,512,2,128,512,0.082324,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (512, 2, 2, 2, 128, half, 4) in the .best file, nor could we find"
group1,2,2,512,512,2,128,1024,0.083769,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (1024, 2, 2, 2, 128, half, 4) in the .best file, nor could we fin"
group1,2,2,512,512,2,128,2048,0.083599,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (2048, 2, 2, 2, 128, half, 4) in the .best file, nor could we fin"
group1,2,2,512,512,2,128,4096,0.085597,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (4096, 2, 2, 2, 128, half, 4) in the .best file, nor could we fin"
group1,2,2,512,512,4,64,1,0.051629,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (1, 4, 2, 2, 64, half, 4) in the .best file, nor could we find de"
group1,2,2,512,512,4,64,2,0.081143,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (2, 4, 2, 2, 64, half, 4) in the .best file, nor could we find de"
group1,2,2,512,512,4,64,4,0.081959,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (4, 4, 2, 2, 64, half, 4) in the .best file, nor could we find de"
group1,2,2,512,512,4,64,8,0.082787,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (8, 4, 2, 2, 64, half, 4) in the .best file, nor could we find de"
group1,2,2,512,512,4,64,16,0.100803,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (16, 4, 2, 2, 64, half, 4) in the .best file, nor could we find d"
group1,2,2,512,512,4,64,32,0.084265,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (32, 4, 2, 2, 64, half, 4) in the .best file, nor could we find d"
group1,2,2,512,512,4,64,64,0.082997,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (64, 4, 2, 2, 64, half, 4) in the .best file, nor could we find d"
group1,2,2,512,512,4,64,128,0.081679,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (128, 4, 2, 2, 64, half, 4) in the .best file, nor could we find "
group1,2,2,512,512,4,64,256,0.082067,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (256, 4, 2, 2, 64, half, 4) in the .best file, nor could we find "
group1,2,2,512,512,4,64,512,0.083111,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (512, 4, 2, 2, 64, half, 4) in the .best file, nor could we find "
group1,2,2,512,512,4,64,1024,0.085350,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (1024, 4, 2, 2, 64, half, 4) in the .best file, nor could we find"
group1,2,2,512,512,4,64,2048,0.083730,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (2048, 4, 2, 2, 64, half, 4) in the .best file, nor could we find"
group1,2,2,512,512,4,64,4096,0.103931,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (4096, 4, 2, 2, 64, half, 4) in the .best file, nor could we find"
group1,2,2,512,512,8,32,1,0.052335,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (1, 8, 2, 2, 32, half, 4) in the .best file, nor could we find de"
group1,2,2,512,512,8,32,2,0.082925,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (2, 8, 2, 2, 32, half, 4) in the .best file, nor could we find de"
group1,2,2,512,512,8,32,4,0.082718,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (4, 8, 2, 2, 32, half, 4) in the .best file, nor could we find de"
group1,2,2,512,512,8,32,8,0.084890,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (8, 8, 2, 2, 32, half, 4) in the .best file, nor could we find de"
group1,2,2,512,512,8,32,16,0.103146,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (16, 8, 2, 2, 32, half, 4) in the .best file, nor could we find d"
group1,2,2,512,512,8,32,32,0.083845,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (32, 8, 2, 2, 32, half, 4) in the .best file, nor could we find d"
group1,2,2,512,512,8,32,64,0.082138,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (64, 8, 2, 2, 32, half, 4) in the .best file, nor could we find d"
group1,2,2,512,512,8,32,128,0.099788,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (128, 8, 2, 2, 32, half, 4) in the .best file, nor could we find "
group1,2,2,512,512,8,32,256,0.082384,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (256, 8, 2, 2, 32, half, 4) in the .best file, nor could we find "
group1,2,2,512,512,8,32,512,0.084759,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (512, 8, 2, 2, 32, half, 4) in the .best file, nor could we find "
group1,2,2,512,512,8,32,1024,0.101047,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (1024, 8, 2, 2, 32, half, 4) in the .best file, nor could we find"
group1,2,2,512,512,8,32,2048,0.083798,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (2048, 8, 2, 2, 32, half, 4) in the .best file, nor could we find"
group1,2,2,512,512,8,32,4096,0.086864,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (4096, 8, 2, 2, 32, half, 4) in the .best file, nor could we find"
group1,2,2,512,512,16,16,1,0.053684,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (1, 16, 2, 2, 16, half, 4) in the .best file, nor could we find d"
group1,2,2,512,512,16,16,2,0.084001,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (2, 16, 2, 2, 16, half, 4) in the .best file, nor could we find d"
group1,2,2,512,512,16,16,4,0.082041,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (4, 16, 2, 2, 16, half, 4) in the .best file, nor could we find d"
group1,2,2,512,512,16,16,8,0.082511,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (8, 16, 2, 2, 16, half, 4) in the .best file, nor could we find d"
group1,2,2,512,512,16,16,16,0.083055,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (16, 16, 2, 2, 16, half, 4) in the .best file, nor could we find "
group1,2,2,512,512,16,16,32,0.081316,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (32, 16, 2, 2, 16, half, 4) in the .best file, nor could we find "
group1,2,2,512,512,16,16,64,0.083131,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (64, 16, 2, 2, 16, half, 4) in the .best file, nor could we find "
group1,2,2,512,512,16,16,128,0.100316,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (128, 16, 2, 2, 16, half, 4) in the .best file, nor could we find"
group1,2,2,512,512,16,16,256,0.085907,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (256, 16, 2, 2, 16, half, 4) in the .best file, nor could we find"
group1,2,2,512,512,16,16,512,0.083788,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (512, 16, 2, 2, 16, half, 4) in the .best file, nor could we find"
group1,2,2,512,512,16,16,1024,0.085967,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (1024, 16, 2, 2, 16, half, 4) in the .best file, nor could we fin"
group1,2,2,512,512,16,16,2048,0.100309,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (2048, 16, 2, 2, 16, half, 4) in the .best file, nor could we fin"
group1,2,2,512,512,16,16,4096,0.085308,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (4096, 16, 2, 2, 16, half, 4) in the .best file, nor could we fin"
group1,2,2,512,512,32,8,1,0.062794,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (1, 32, 2, 2, 8, half, 4) in the .best file, nor could we find de"
group1,2,2,512,512,32,8,2,0.081441,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (2, 32, 2, 2, 8, half, 4) in the .best file, nor could we find de"
group1,2,2,512,512,32,8,4,0.100705,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (4, 32, 2, 2, 8, half, 4) in the .best file, nor could we find de"
group1,2,2,512,512,32,8,8,0.083994,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (8, 32, 2, 2, 8, half, 4) in the .best file, nor could we find de"
group1,2,2,512,512,32,8,16,0.082334,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (16, 32, 2, 2, 8, half, 4) in the .best file, nor could we find d"
group1,2,2,512,512,32,8,32,0.081471,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (32, 32, 2, 2, 8, half, 4) in the .best file, nor could we find d"
group1,2,2,512,512,32,8,64,0.082516,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (64, 32, 2, 2, 8, half, 4) in the .best file, nor could we find d"
group1,2,2,512,512,32,8,128,0.082849,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (128, 32, 2, 2, 8, half, 4) in the .best file, nor could we find "
group1,2,2,512,512,32,8,256,0.086016,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (256, 32, 2, 2, 8, half, 4) in the .best file, nor could we find "
group1,2,2,512,512,32,8,512,0.082930,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (512, 32, 2, 2, 8, half, 4) in the .best file, nor could we find "
group1,2,2,512,512,32,8,1024,0.083404,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (1024, 32, 2, 2, 8, half, 4) in the .best file, nor could we find"
group1,2,2,512,512,32,8,2048,0.083032,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (2048, 32, 2, 2, 8, half, 4) in the .best file, nor could we find"
group1,2,2,512,512,32,8,4096,0.085593,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (4096, 32, 2, 2, 8, half, 4) in the .best file, nor could we find"
group1,2,2,512,512,64,4,1,0.053974,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (1, 64, 2, 2, 4, half, 4) in the .best file, nor could we find de"
group1,2,2,512,512,64,4,2,0.100480,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (2, 64, 2, 2, 4, half, 4) in the .best file, nor could we find de"
group1,2,2,512,512,64,4,4,0.085956,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (4, 64, 2, 2, 4, half, 4) in the .best file, nor could we find de"
group1,2,2,512,512,64,4,8,0.080328,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (8, 64, 2, 2, 4, half, 4) in the .best file, nor could we find de"
group1,2,2,512,512,64,4,16,0.081951,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (16, 64, 2, 2, 4, half, 4) in the .best file, nor could we find d"
group1,2,2,512,512,64,4,32,0.082472,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (32, 64, 2, 2, 4, half, 4) in the .best file, nor could we find d"
group1,2,2,512,512,64,4,64,0.080916,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (64, 64, 2, 2, 4, half, 4) in the .best file, nor could we find d"
group1,2,2,512,512,64,4,128,0.081239,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (128, 64, 2, 2, 4, half, 4) in the .best file, nor could we find "
group1,2,2,512,512,64,4,256,0.082779,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (256, 64, 2, 2, 4, half, 4) in the .best file, nor could we find "
group1,2,2,512,512,64,4,512,0.084888,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (512, 64, 2, 2, 4, half, 4) in the .best file, nor could we find "
group1,2,2,512,512,64,4,1024,0.082941,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (1024, 64, 2, 2, 4, half, 4) in the .best file, nor could we find"
group1,2,2,512,512,64,4,2048,0.081945,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (2048, 64, 2, 2, 4, half, 4) in the .best file, nor could we find"
group1,2,2,512,512,64,4,4096,0.085252,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (4096, 64, 2, 2, 4, half, 4) in the .best file, nor could we find"
group1,2,2,512,512,128,2,1,0.052881,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (1, 128, 2, 2, 2, half, 4) in the .best file, nor could we find d"
group1,2,2,512,512,128,2,2,0.081403,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (2, 128, 2, 2, 2, half, 4) in the .best file, nor could we find d"
group1,2,2,512,512,128,2,4,0.100392,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (4, 128, 2, 2, 2, half, 4) in the .best file, nor could we find d"
group1,2,2,512,512,128,2,8,0.083520,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (8, 128, 2, 2, 2, half, 4) in the .best file, nor could we find d"
group1,2,2,512,512,128,2,16,0.084693,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (16, 128, 2, 2, 2, half, 4) in the .best file, nor could we find "
group1,2,2,512,512,128,2,32,0.082218,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (32, 128, 2, 2, 2, half, 4) in the .best file, nor could we find "
group1,2,2,512,512,128,2,64,0.083782,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (64, 128, 2, 2, 2, half, 4) in the .best file, nor could we find "
group1,2,2,512,512,128,2,128,0.084609,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (128, 128, 2, 2, 2, half, 4) in the .best file, nor could we find"
group1,2,2,512,512,128,2,256,0.082404,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (256, 128, 2, 2, 2, half, 4) in the .best file, nor could we find"
group1,2,2,512,512,128,2,512,0.082125,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (512, 128, 2, 2, 2, half, 4) in the .best file, nor could we find"
group1,2,2,512,512,128,2,1024,0.081590,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (1024, 128, 2, 2, 2, half, 4) in the .best file, nor could we fin"
group1,2,2,512,512,128,2,2048,0.084693,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (2048, 128, 2, 2, 2, half, 4) in the .best file, nor could we fin"
group1,2,2,512,512,128,2,4096,0.085795,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (4096, 128, 2, 2, 2, half, 4) in the .best file, nor could we fin"
group1,2,2,512,512,256,1,1,0.053699,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (1, 256, 2, 2, 1, half, 4) in the .best file, nor could we find d"
group1,2,2,512,512,256,1,2,0.083266,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (2, 256, 2, 2, 1, half, 4) in the .best file, nor could we find d"
group1,2,2,512,512,256,1,4,0.082607,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (4, 256, 2, 2, 1, half, 4) in the .best file, nor could we find d"
group1,2,2,512,512,256,1,8,0.083337,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (8, 256, 2, 2, 1, half, 4) in the .best file, nor could we find d"
group1,2,2,512,512,256,1,16,0.101506,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (16, 256, 2, 2, 1, half, 4) in the .best file, nor could we find "
group1,2,2,512,512,256,1,32,0.080629,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (32, 256, 2, 2, 1, half, 4) in the .best file, nor could we find "
group1,2,2,512,512,256,1,64,0.083084,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (64, 256, 2, 2, 1, half, 4) in the .best file, nor could we find "
group1,2,2,512,512,256,1,128,0.080819,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (128, 256, 2, 2, 1, half, 4) in the .best file, nor could we find"
group1,2,2,512,512,256,1,256,0.081580,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (256, 256, 2, 2, 1, half, 4) in the .best file, nor could we find"
group1,2,2,512,512,256,1,512,0.082627,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (512, 256, 2, 2, 1, half, 4) in the .best file, nor could we find"
group1,2,2,512,512,256,1,1024,0.083312,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (1024, 256, 2, 2, 1, half, 4) in the .best file, nor could we fin"
group1,2,2,512,512,256,1,2048,0.101523,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (2048, 256, 2, 2, 1, half, 4) in the .best file, nor could we fin"
group1,2,2,512,512,256,1,4096,0.084980,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (4096, 256, 2, 2, 1, half, 4) in the .best file, nor could we fin"
group1,2,2,1024,1024,1,512,1,0.052812,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (1, 1, 2, 2, 512, half, 4) in the .best file, nor could we find d"
group1,2,2,1024,1024,1,512,2,0.085233,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (2, 1, 2, 2, 512, half, 4) in the .best file, nor could we find d"
group1,2,2,1024,1024,1,512,4,0.080869,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (4, 1, 2, 2, 512, half, 4) in the .best file, nor could we find d"
group1,2,2,1024,1024,1,512,8,0.084880,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (8, 1, 2, 2, 512, half, 4) in the .best file, nor could we find d"
group1,2,2,1024,1024,1,512,16,0.083565,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (16, 1, 2, 2, 512, half, 4) in the .best file, nor could we find "
group1,2,2,1024,1024,1,512,32,0.081942,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (32, 1, 2, 2, 512, half, 4) in the .best file, nor could we find "
group1,2,2,1024,1024,1,512,64,0.082640,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (64, 1, 2, 2, 512, half, 4) in the .best file, nor could we find "
group1,2,2,1024,1024,1,512,128,0.083012,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (128, 1, 2, 2, 512, half, 4) in the .best file, nor could we find"
